ANO,FILTRO,CONTEUDO,CHAVE,VALOR
2020,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,230.474
2020,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,41.308
2020,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,57.037
2020,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,92.768
2020,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,39.361
2019,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.849.146
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,313.696
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,27.028
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,16.280
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,77.622
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,14.620
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,138.341
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,15.356
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,24.449
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,805.275
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,113.317
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,47.933
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,129.185
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,44.031
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,57.701
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,133.359
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,49.803
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,32.697
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,197.249
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.102.997
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,256.892
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,54.925
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,207.989
2019,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,583.191
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,386.097
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,153.469
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,98.032
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,134.596
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,241.081
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,43.695
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,58.852
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,96.112
2019,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,42.422
2018,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.944.932
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,319.228
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,28.091
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,16.543
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,78.087
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,13.344
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,141.819
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,15.864
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,25.480
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,836.850
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,117.156
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,49.490
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,131.491
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,48.107
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,60.205
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,138.317
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,52.496
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,34.256
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,205.332
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.147.006
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,263.640
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,56.721
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,220.499
2018,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,606.146
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,395.857
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,156.201
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,99.609
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,140.047
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,245.991
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,44.275
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,58.649
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,98.872
2018,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,44.195
2017,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.923.535
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,312.682
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,27.503
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,16.358
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,78.066
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,11.737
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,138.684
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,15.399
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,24.935
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,817.311
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,112.985
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,48.551
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,127.797
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,46.222
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,57.493
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,135.932
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,50.368
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,33.867
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,204.096
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.151.832
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,260.959
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,55.846
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,223.224
2017,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,611.803
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,397.604
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,157.701
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,98.335
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,141.568
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,244.106
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,44.747
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,57.271
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,97.520
2017,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,44.568
2016,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.857.800
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,307.526
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,26.602
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,15.773
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,76.703
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,11.376
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,137.681
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,15.521
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,23.870
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,796.119
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,110.493
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,46.986
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,126.246
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,45.366
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,56.083
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,130.733
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,48.164
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,32.218
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,199.830
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.127.499
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,253.520
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,53.413
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,219.129
2016,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,601.437
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,391.790
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,155.066
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,95.313
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,141.411
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,234.866
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,42.432
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,53.531
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,95.563
2016,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,43.340
2015,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,3.017.668
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,320.924
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,27.918
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,16.980
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,80.097
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,11.412
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,143.657
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,15.750
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,25.110
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,846.374
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,117.564
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,49.253
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,132.516
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,49.099
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,59.089
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,145.024
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,52.257
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,34.917
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,206.655
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.196.232
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,268.305
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,56.941
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,236.960
2015,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,634.026
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,406.529
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,160.947
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,97.223
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,148.359
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,247.609
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,44.142
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,56.673
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,100.672
2015,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,46.122
2014,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.979.259
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,321.682
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,27.560
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,17.139
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,81.145
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,11.120
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,143.503
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,16.271
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,24.944
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,833.090
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,117.071
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,47.941
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,128.681
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,48.111
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,57.535
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,143.489
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,51.859
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,34.369
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,204.034
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.182.949
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,267.130
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,56.548
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,233.584
2014,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,625.687
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,396.462
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,159.915
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,93.232
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,143.315
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,245.076
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,44.058
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,56.499
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,99.798
2014,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,44.721
2013,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.904.027
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,313.272
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,27.097
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,17.075
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,79.041
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,10.814
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,139.416
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,15.710
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,24.119
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,821.458
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,115.000
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,46.419
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,124.876
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,46.798
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,56.854
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,141.453
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,52.488
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,34.228
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,203.342
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.147.627
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,258.635
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,54.065
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,224.031
2013,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,610.896
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,386.983
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,155.758
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,89.875
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,141.350
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,234.687
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,42.296
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,53.039
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,94.822
2013,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,44.530
2012,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.905.789
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,308.375
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,26.513
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,16.700
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,77.434
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,10.601
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,137.837
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,14.895
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,24.395
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,832.631
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,116.039
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Piauí,47.962
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Ceará,126.868
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Norte,46.993
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Paraíba,56.770
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Pernambuco,141.382
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Alagoas,52.510
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Sergipe,34.108
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Bahia,209.999
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sudeste,1.152.846
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Minas Gerais,260.544
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Espírito Santo,52.835
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Rio de Janeiro,222.859
2012,Região/Unidade da Federação,Nascim p/resid.mãe,São Paulo,616.608
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Região Sul,381.658
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Paraná,153.945
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Santa Catarina,88.772
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Rio Grande do Sul,138.941
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Região Centro-Oeste,230.279
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso do Sul,42.252
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Mato Grosso,51.256
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Goiás,93.274
2012,Região/Unidade da Federação,Nascim p/resid.mãe,Distrito Federal,43.497
2011,Região/Unidade da Federação,Nascim p/resid.mãe,TOTAL,2.913.160
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Região Norte,313.745
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Rondônia,27.658
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Acre,17.817
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Amazonas,76.202
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Roraima,9.945
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Pará,141.974
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Amapá,15.114
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Tocantins,25.035
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Região Nordeste,851.004
2011,Região/Unidade da Federação,Nascim p/resid.mãe,Maranhão,121.109
